seed question,unseeded question,bm25 score,FK,TCF,,Combined
Wanneer en waar is Aisha Aisha van Neopets gestorven?,Waaraan is Sylvia Millecam gestorven?,14.038.890.024.246.600,0,0,,0
Wanneer en waar is Aisha Aisha van Neopets gestorven?,hoe is styf jobs gestorven ?,14.038.890.024.246.600,0,0,,0
Wanneer en waar is Aisha Aisha van Neopets gestorven?,Hoe is CÃ©sar Manrique gestorven?,14.038.890.024.246.600,0,0,,0
Wanneer en waar is Aisha Aisha van Neopets gestorven?,Neopets flash games werken niet bij mij?,14.015.685.823.554.900,0,0,,0
Wanneer en waar is Aisha Aisha van Neopets gestorven?,Is er een comic waar batman ooit is gestorven door elektriciteit?,13.963.006.161.853.500,0,0,,0
Wanneer en waar is Aisha Aisha van Neopets gestorven?,In welk jaartal is Marilyn Monroe gestorven en geboren?,13.655.637.248.925.700,0,0,,0
Hoe lang duurt het voordat je zwemkaartje weer geldig is in de Lommerbergen?,Hoe lang duurt het voordat kippenveren weer aangroeien?,27.381.045.687.823.900,0,0,,0
Hoe lang duurt het voordat je zwemkaartje weer geldig is in de Lommerbergen?,Hoe lang duurt het voordat je bent vergeten?,24.348.536.256.675.200,0,0,,0
Hoe lang duurt het voordat je zwemkaartje weer geldig is in de Lommerbergen?,Hoe lang duurt het voordat je liefdesverdriet krijgt?,24.348.536.256.675.200,0,0,,0
Hoe lang duurt het voordat je zwemkaartje weer geldig is in de Lommerbergen?,Hoe lang duurt het voordat Adwords zichtbaar is?,24.162.588.698.449.300,0,0,,0
Hoe lang duurt het voordat je zwemkaartje weer geldig is in de Lommerbergen?,Hoe lang duurt het voordat radioactiviteit verteerd is?,24.162.588.698.449.300,0,0,,0
Hoe lang duurt het voordat je zwemkaartje weer geldig is in de Lommerbergen?,Hoe lang duurt het voordat niesziekte genezen is?,24.162.588.698.449.300,0,0,,0
Hoe lang duurt het voordat je zwemkaartje weer geldig is in de Lommerbergen?,Hoe lang duurt het voordat glasvezel is aangelegt?,24.162.588.698.449.300,0,0,,0
Hoe lang duurt het voordat je zwemkaartje weer geldig is in de Lommerbergen?,Hoe lang duurt het voordat drinken uit je maag is?,2.395.173.388.876.570,0,0,,0
Hoe lang duurt het voordat je zwemkaartje weer geldig is in de Lommerbergen?,Hoe lang duurt het voordat je weer een beetje helder bent na een narcose?,2.388.050.452.672.020,0,0,,0
Hoe lang duurt het voordat je zwemkaartje weer geldig is in de Lommerbergen?,Hoe lang duurt het voordat je een ontgrendelcode weer kan gebruiken op een iPhone?,2.388.050.452.672.020,0,0,,0
Hoe lang duurt het voordat je zwemkaartje weer geldig is in de Lommerbergen?,Hoe lang duurt het voordat een verdoving in je huid is uitgewerkt?,23.743.605.070.954.500,0,0,,0
Kan ik in beroep tegen verkeersboete vanwege verkeerde straat?,Kan ik tegen onredelijke douanekosten in beroep gaan?,2.069.120.327.064.880,0,0,,0
Kan ik in beroep tegen verkeersboete vanwege verkeerde straat?,Kan ik in hoger beroep gaan tegen mijn ouders?,19.781.072.041.068.800,0,0,,0
Kan ik in beroep tegen verkeersboete vanwege verkeerde straat?,verkeerde verkeersboete waar 80 mocht als 70 km berekend. Wat te doen?,1.744.623.892.477.900,0,0,,0
Kan ik in beroep tegen verkeersboete vanwege verkeerde straat?,Kan ik in mijn beroep succesvol zijn?,16.421.996.573.486.100,0,0,,0
Kan ik in beroep tegen verkeersboete vanwege verkeerde straat?,"Kan ik met deze opgenoemde punten, succesvol in hoger beroep gaan tegen de boete?",16.214.898.265.867.700,0,1,,2
Kan ik in beroep tegen verkeersboete vanwege verkeerde straat?,kan je tegen een schorsing in beroep gaan?,1.543.002.232.993.040,0,0,,0
Kan ik in beroep tegen verkeersboete vanwege verkeerde straat?,Kan ik vragen in een interview hoeveel een beroep verdiend ?,14.977.308.051.694.100,0,0,,0
Kan ik in beroep tegen verkeersboete vanwege verkeerde straat?,Kun je tegen een Artikel 12-procedure beschikking in beroep?,14.751.311.429.849.100,0,0,,0
Kan ik in beroep tegen verkeersboete vanwege verkeerde straat?,Mag je een verkeersboete in 2x betalen?,1.457.818.829.248.390,0,1,,2
Kan ik in beroep tegen verkeersboete vanwege verkeerde straat?,hoe kan ik in beroep tegen Bem rekening gaan? schadevergoeding onjuist behandeld,1.442.375.368.736.800,0,0,,0
Kan ik in beroep tegen verkeersboete vanwege verkeerde straat?,Wat kun je doen tegen drugs dealers in je straat?,14.240.755.582.893.600,0,0,,0
Waarom zijn aardbeien zo kort houdbaar?,Waarom is vers stokbrood zo kort houdbaar?,2.517.024.943.791.710,0,0,,0
Waarom zijn aardbeien zo kort houdbaar?,Waarom zijn wegwerphandschoenen zo kort?,21.137.704.351.228.500,0,0,,0
Waarom zijn aardbeien zo kort houdbaar?,Waarom zijn die debatten zo kort?,20.066.589.780.142.600,0,0,,0
Waarom zijn aardbeien zo kort houdbaar?,Waarom zijn aardbeien rood?,20.045.190.231.238.600,0,1,,2
Waarom zijn aardbeien zo kort houdbaar?,Waarom zijn de Hollandse aardbeien in de supermarkt zo duur ?,19.887.752.018.707.200,0,1,,2
Waarom zijn aardbeien zo kort houdbaar?,"Waarom zijn krieltjes altijd zo kort houdbaar, terwijl je veel langer doet met een zak aardappelen.",1.976.372.556.938.710,0,0,,0
Waarom zijn aardbeien zo kort houdbaar?,Waarom zijn pioenrozen zo kort te verkrijgen?,19.098.793.303.405.200,0,0,,0
Waarom zijn aardbeien zo kort houdbaar?,Waarom duren schoolvakanties zo kort?,1.762.687.261.034.230,0,0,,0
Waarom zijn aardbeien zo kort houdbaar?,Waarom is appelmoes niet zo lang houdbaar?,1.724.231.979.714.160,0,0,,0
Waarom zijn aardbeien zo kort houdbaar?,Waarom zijn die criteriums (wielrennen) altijd zo kort na de tour?,1.601.016.132.513.200,0,0,,0
Waarom zijn aardbeien zo kort houdbaar?,Waarom worden Amerikanen zo kort gehouden!?,15.926.611.091.559.500,0,0,,0
"Hoe kan ik mijn haar beschermen en/of verzorgen tegen het chloor in zwembaden, zonder dat ik een badmuts hoef te dragen?",Hoe kan je je haar het beste verzorgen en dragen?,28.579.119.133.214.600,0,1,,2
"Hoe kan ik mijn haar beschermen en/of verzorgen tegen het chloor in zwembaden, zonder dat ik een badmuts hoef te dragen?",Zit er meer chloor in de zwembaden?,24.680.294.812.565.200,0,0,,0
"Hoe kan ik mijn haar beschermen en/of verzorgen tegen het chloor in zwembaden, zonder dat ik een badmuts hoef te dragen?",Hoe kan ik een .PHP bestand bekijken zonder dat ik het hoef te uploaden?,23.971.347.057.115.100,0,0,,0
"Hoe kan ik mijn haar beschermen en/of verzorgen tegen het chloor in zwembaden, zonder dat ik een badmuts hoef te dragen?",Hoe kan ik mijn haar het best verzorgen?,22.965.048.337.948.100,0,1,,2
"Hoe kan ik mijn haar beschermen en/of verzorgen tegen het chloor in zwembaden, zonder dat ik een badmuts hoef te dragen?",Hoe kan ik tegen mijn vriendje zeggen dat ik niks hoef voor valentijnsdag?,2.288.505.092.517.770,0,0,,0
"Hoe kan ik mijn haar beschermen en/of verzorgen tegen het chloor in zwembaden, zonder dat ik een badmuts hoef te dragen?",wat kan ik doen tegen mijn angst voor insecten? zonder dat ik daadwerkelijk zo'n beest hoef aan te raken.,22.197.301.431.647.100,0,0,,0
"Hoe kan ik mijn haar beschermen en/of verzorgen tegen het chloor in zwembaden, zonder dat ik een badmuts hoef te dragen?",Zijn er milieuvriendelijker ontsmettingsmiddelen dan chloor voor zwembaden?,21.587.133.851.408.600,0,1,,2
"Hoe kan ik mijn haar beschermen en/of verzorgen tegen het chloor in zwembaden, zonder dat ik een badmuts hoef te dragen?",Waarmee kan je je haar beschermen tegen de styletang?,21.527.980.432.420.000,0,0,,0
"Hoe kan ik mijn haar beschermen en/of verzorgen tegen het chloor in zwembaden, zonder dat ik een badmuts hoef te dragen?",Hoe mijn bed beschermen tegen kattenhaar?,20.614.530.429.750.600,0,0,,0
"Hoe kan ik mijn haar beschermen en/of verzorgen tegen het chloor in zwembaden, zonder dat ik een badmuts hoef te dragen?",Hoe kan ik mijn hut het best beschermen tegen insecten?,2.044.986.228.184.250,0,0,,0
"Hoe kan ik mijn haar beschermen en/of verzorgen tegen het chloor in zwembaden, zonder dat ik een badmuts hoef te dragen?",welk product kan je in je haar doen om het te beschermen tegen de hitte van een stijltang?,20.425.430.745.284.700,0,1,,2
Mag je ontslagen worden om een neuspiercing of niet aangenomen worden ?,Mag je zwemmen met een neuspiercing?,21.866.445.294.253.700,0,0,,0
Mag je ontslagen worden om een neuspiercing of niet aangenomen worden ?,Mag je worden ontslagen als je een vakdiploma niet haalt?,1.757.505.432.965.110,0,0,,0
Mag je ontslagen worden om een neuspiercing of niet aangenomen worden ?,Mag je om uiterlijk ontslagen worden in een winkel zoals de c1000?,16.817.686.460.570.700,1,0,"Specifiek naar generiek, wel hetzelfde, twijfelgevalletje",2
Mag je ontslagen worden om een neuspiercing of niet aangenomen worden ?,Mag je met een nul uren contract zomaar ontslagen worden?,15.982.527.103.103.200,0,0,,0
Mag je ontslagen worden om een neuspiercing of niet aangenomen worden ?,Aub help! ? (neuspiercing),15.256.254.584.256.800,0,1,,2
Mag je ontslagen worden om een neuspiercing of niet aangenomen worden ?,wat kost een neuspiercing???,14.877.081.559.137.000,0,1,,2
Mag je ontslagen worden om een neuspiercing of niet aangenomen worden ?,Is een neuspiercing schieten gevaarlijk?,14.877.081.559.137.000,0,1,,2
Mag je ontslagen worden om een neuspiercing of niet aangenomen worden ?,ik word maar niet aangenomen?,14.803.724.493.426.900,0,0,,0
Mag je ontslagen worden om een neuspiercing of niet aangenomen worden ?,Mag je ontslagen worden als je de waarheid spreekt ?,14.383.000.854.430.300,0,0,,0
Mag je ontslagen worden om een neuspiercing of niet aangenomen worden ?,Wat is een goede leeftijd om een neuspiercing te krijgen?,14.320.992.357.338.400,0,0,,0
Mag je ontslagen worden om een neuspiercing of niet aangenomen worden ?,Kan je ineens gebeld worden door je werk en de volgende dag ontslagen worden volgens de wet?,14.245.796.083.228.800,0,0,,0
Iphone 6 gaat snel leeg is dat normaal ?,Iphone 4s batterij enorm snel leeg.,23.413.962.287.835.600,1,1,"Wel iphone, niet specifiek iphone6",1
Iphone 6 gaat snel leeg is dat normaal ?,Batterij Iphone gaat snel leeg na aankoop action lader hoe kan dit?,2.200.602.473.504.970,1,1,,1
Iphone 6 gaat snel leeg is dat normaal ?,Batterij iphone 5s gaat snel leeg. Is dit een normaal batterij gebruik?,2.066.040.006.217.470,1,1,,1
Iphone 6 gaat snel leeg is dat normaal ?,Hoe gaat mijn iPhone snel leeg?,20.311.912.623.283.800,0,1,,2
Iphone 6 gaat snel leeg is dat normaal ?,Welke mobiel gaat niet snel leeg?,20.311.912.623.283.800,0,1,,2
Iphone 6 gaat snel leeg is dat normaal ?,Mijn iPod gaat heel snel leeg hoe kan dat ?,20.207.529.410.144.600,0,0,,0
Iphone 6 gaat snel leeg is dat normaal ?,Hoe zorgen dat mobiel niet zo snel leeg gaat?,20.207.529.410.144.600,0,0,,0
Iphone 6 gaat snel leeg is dat normaal ?,Klopt dat door iOS  6 je batterij sneller leeg gaat?,20.125.812.044.802.300,1,1,,1
Iphone 6 gaat snel leeg is dat normaal ?,Is het normaal dat de accu van mijn telefoon zo snel leeg is?,19.647.844.382.686.900,1,1,,1
Iphone 6 gaat snel leeg is dat normaal ?,hoe kan dat mijn accu van mijn laptop snel leeg gaat?,19.356.123.512.576.900,0,0,,0
Iphone 6 gaat snel leeg is dat normaal ?,Waarom gaat MacBook pro accu snel leeg?,193.322.844.110.171,0,0,,0
"Wat betekend ""met gierende banden""???",Wat betekend het als je tv touch ready is???,14.106.807.118.137.000,0,1,,2
"Wat betekend ""met gierende banden""???",Wat betekend: 'met opgeheven hoofd'?,13.785.303.186.771.000,0,0,,0
"Wat betekend ""met gierende banden""???",Wat doet de temperatuur met de luchtdruk van je banden?,13.521.833.383.394.700,0,0,,0
"Wat betekend ""met gierende banden""???",wat betekend wps bij een miele wasmachine???,13.031.145.069.580.600,0,0,,0
"Wat betekend ""met gierende banden""???",Heeft Berlusconi banden met de mafia?,12.963.066.178.937.200,0,0,,0
"Wat betekend ""met gierende banden""???",Wat is beter; een trappensteekwagen met 3 of 5 banden?,12.952.116.598.384.300,0,0,,0
"Wat betekend ""met gierende banden""???",Moet Nederland alle banden met Afghanistan verbreken?,12.337.867.283.004.000,0,0,,0
"Wat betekend ""met gierende banden""???",Had Frank Sinatra banden met de maffia?,12.337.867.283.004.000,0,0,,0
"Wat betekend ""met gierende banden""???",Wat betekend Cravatten?,12.122.919.011.385.300,0,0,,0
"Wat betekend ""met gierende banden""???",Wat betekend randstad?,12.122.919.011.385.300,0,0,,0
"Wat betekend ""met gierende banden""???","Wat betekend ""Godverdomme""?",12.122.919.011.385.300,0,0,,0
"Bij terugbetaling omzetbelasting, kan ik dit ook weer aftrekken van de de belasting?",kan ik de koopsom voor een direct ingaande lijfrenteuitkering aftrekken van de belasting 2010 ?,20.641.380.646.900.000,0,1,,2
"Bij terugbetaling omzetbelasting, kan ik dit ook weer aftrekken van de de belasting?",Mag je de hele hypotheek rente -WOZ waarde van de belasting aftrekken?,19.152.334.339.932.800,0,1,,2
"Bij terugbetaling omzetbelasting, kan ik dit ook weer aftrekken van de de belasting?",Mag ik 2e hands studieboeken aftrekken van de belasting?,19.127.686.229.809.100,0,1,,2
"Bij terugbetaling omzetbelasting, kan ik dit ook weer aftrekken van de de belasting?",Wat kan je tegenwoordig nog extra aftrekken van de belasting?,18.594.141.240.363.400,0,1,,2
"Bij terugbetaling omzetbelasting, kan ik dit ook weer aftrekken van de de belasting?","Als je als beginnend bedrijf opslagruimte huurt, kan je dan alleen de btw aftrekken van de belasting?",17.957.925.553.771.900,0,0,,0
"Bij terugbetaling omzetbelasting, kan ik dit ook weer aftrekken van de de belasting?",Hoe kan ik studiekosten uit 2012 alsnog aftrekken bij de belasting?,17.701.206.285.224.000,0,1,,2
"Bij terugbetaling omzetbelasting, kan ik dit ook weer aftrekken van de de belasting?",Kun je een zakenlunch nog aftrekken van de belasting?,1.755.189.763.129.740,0,1,,2
"Bij terugbetaling omzetbelasting, kan ik dit ook weer aftrekken van de de belasting?",Welke kinderkosten mag je WEL aftrekken van de belasting?,1.755.189.763.129.740,0,1,,2
"Bij terugbetaling omzetbelasting, kan ik dit ook weer aftrekken van de de belasting?",vanaf welk bedrag kan je belasting aftrekken over mbo studiekosten?,16.937.617.278.175.300,0,1,,2
"Bij terugbetaling omzetbelasting, kan ik dit ook weer aftrekken van de de belasting?",Mag je etenswaren die je bij de verkoop van je product gebruikt aftrekken van de belasting?,1.688.031.736.733.830,0,1,,2
"Bij terugbetaling omzetbelasting, kan ik dit ook weer aftrekken van de de belasting?",Kan je een vliegticket voor je studie van de belasting aftrekken?,16.812.381.738.311.000,0,1,,2
Wat is de beste reistijd om naar Thailand te gaan?,Wat is de beste reistijd om naar Nepal te gaan?,3.331.571.963.434.990,0,1,,2
Wat is de beste reistijd om naar Thailand te gaan?,wat is de mooiste plek om heen te gaan in Thailand?,21.328.009.735.087.400,0,1,,2
Wat is de beste reistijd om naar Thailand te gaan?,Wat is de beste smoes om niet naar een verjaardag te gaan ?,21.154.529.499.963.700,0,0,,0
Wat is de beste reistijd om naar Thailand te gaan?,Wanneer is het beste tijdstip om naar de sportschool te gaan?,19.923.936.953.143.300,0,0,,0
Wat is de beste reistijd om naar Thailand te gaan?,is het verplicht om naar school te gaan als je een langere reistijd heb dan je les is ?,19.045.900.643.421.800,0,0,,0
Wat is de beste reistijd om naar Thailand te gaan?,Wat is de goedkoopste manier om naar Jakarta te gaan?,18.652.137.132.925.500,0,0,,0
Wat is de beste reistijd om naar Thailand te gaan?,Wat is de beste plek ter wereld om te gaan duiken?,186.370.703.457.861,0,0,,0
Wat is de beste reistijd om naar Thailand te gaan?,Wat is de beste plek om heen te gaan in Zuid-Engeland?,186.370.703.457.861,0,0,,0
Wat is de beste reistijd om naar Thailand te gaan?,Wat is de beste manier om te gaan beginnen met schilderen?,186.370.703.457.861,0,0,,0
Wat is de beste reistijd om naar Thailand te gaan?,Wat is de reistijd van Alkmaar naar station Sloterdijk per auto?,18.292.720.140.038.800,0,0,,0
Wat is de beste reistijd om naar Thailand te gaan?,Wat is de reistijd van Nederland naar Bonaire met het vliegtuig ?,18.292.720.140.038.800,0,0,,0
linkje onder iedere pagina. Wat doet dit daar?,Moet op iedere pagina de afbeelding een nummer krijgen?,14.995.358.494.473.700,0,0,,0
linkje onder iedere pagina. Wat doet dit daar?,Valt iedere werknemer onder een Cao?,14.948.928.668.582.800,0,0,,0
linkje onder iedere pagina. Wat doet dit daar?,mijn twitter pagina doet het niet ..,13.731.474.089.038.600,0,0,,0
linkje onder iedere pagina. Wat doet dit daar?,"Mijn internet doet raar, fout op pagina?",13.731.474.089.038.600,0,0,,0
linkje onder iedere pagina. Wat doet dit daar?,Waarom doet mijn twitter pagina raar? (zie extra uitleg),12.523.478.282.015.500,0,0,,0
linkje onder iedere pagina. Wat doet dit daar?,Hoe stel ik de  om mensen naar dit absurde linkje te krijgen? http://bit.ly/9EbCvA,1.248.892.629.748.040,0,0,,0
linkje onder iedere pagina. Wat doet dit daar?,"Wat doet die grote, rode bult daar achter mijn oor?",12.406.775.968.395.800,0,0,,0
linkje onder iedere pagina. Wat doet dit daar?,"Rioleringswerkzaamheden, wat doet die betonmolen daar?",1.230.718.898.636.260,0,0,,0
linkje onder iedere pagina. Wat doet dit daar?,Wat doet dit op het vaticaan?,12.278.686.484.112.100,0,0,,0
linkje onder iedere pagina. Wat doet dit daar?,Wat zijn/waren echte megahits? Heb je ook een linkje naar You-tube?,1.216.193.739.422.250,0,0,,0
linkje onder iedere pagina. Wat doet dit daar?,Wat valt onder courtage van de Makelaar en wie doet wat?,11.740.884.773.815.400,0,0,,0
in USA is het  de evolutieleer niet onomstreden. zijn er staten waarin het onderwijs daarin bij wet is verboden geworden?,Zijn pro-ana sites bij de wet verboden?,2.183.367.319.169.810,0,2,,4
in USA is het  de evolutieleer niet onomstreden. zijn er staten waarin het onderwijs daarin bij wet is verboden geworden?,Waarom is sommige mallware software niet verboden bij de wet?,2.175.118.254.181.490,0,0,,0
in USA is het  de evolutieleer niet onomstreden. zijn er staten waarin het onderwijs daarin bij wet is verboden geworden?,Waarom zijn rookbommetjes verboden geworden?,21.585.583.248.278.700,0,0,,0
in USA is het  de evolutieleer niet onomstreden. zijn er staten waarin het onderwijs daarin bij wet is verboden geworden?,Is zelfmoord verboden in de wet?,2.154.636.360.675.360,0,0,,0
in USA is het  de evolutieleer niet onomstreden. zijn er staten waarin het onderwijs daarin bij wet is verboden geworden?,(Waarom) Zijn Cubaanse Sigaren verboden in de USA?,20.757.866.117.319.100,0,0,,0
in USA is het  de evolutieleer niet onomstreden. zijn er staten waarin het onderwijs daarin bij wet is verboden geworden?,Is sex met dieren bij wet verboden?,20.298.264.671.860.300,0,0,,0
in USA is het  de evolutieleer niet onomstreden. zijn er staten waarin het onderwijs daarin bij wet is verboden geworden?,Waarom kan het gebruik van alcohol niet bij wet worden verboden?,19.584.685.060.207.800,0,0,,0
in USA is het  de evolutieleer niet onomstreden. zijn er staten waarin het onderwijs daarin bij wet is verboden geworden?,Welke racistische groeperingen zijn er in de Verenigde staten?,18.271.013.744.618.600,0,0,,0
in USA is het  de evolutieleer niet onomstreden. zijn er staten waarin het onderwijs daarin bij wet is verboden geworden?,Zijn er bepaalde omstandigheden waarin de wet van behoud van energie niet meer geldt?,17.926.781.499.761.500,0,0,,0
in USA is het  de evolutieleer niet onomstreden. zijn er staten waarin het onderwijs daarin bij wet is verboden geworden?,Kent de verenigde staten (USA) voor elke staat een apart burgerlijk wetboek?,1.760.742.799.709.100,0,0,,0
in USA is het  de evolutieleer niet onomstreden. zijn er staten waarin het onderwijs daarin bij wet is verboden geworden?,"Volgens de wet is misleidende reclame verboden, hoe kan het dan dat bijna alle reclame misleidend is?",17.336.350.615.227.300,0,0,,0
Waarom mag Israel meedoen aan Europese evenementen en tornooien zoals EUROvision festival en het EK??,"Waarom mogen Engeland, Wales, Schotland en Noord-Ierland meedoen aan EK en WK voetbal?",26.328.037.235.659.800,0,1,,2
Waarom mag Israel meedoen aan Europese evenementen en tornooien zoals EUROvision festival en het EK??,Waarom mag de PVV meedoen aan de verkiezingen(zie uitleg)?,20.286.092.384.412.700,0,0,,0
Waarom mag Israel meedoen aan Europese evenementen en tornooien zoals EUROvision festival en het EK??,"Als het Catalaanse voetbalelftal mag meedoen aan het WK/EK, wat gebeurt er dan met bijv. PiquÃ© en Fabregas?",1.904.989.201.952.540,0,1,,2
Waarom mag Israel meedoen aan Europese evenementen en tornooien zoals EUROvision festival en het EK??,waarom mag Griekenland nog wel meedoen aan het Eurovisie Songfestival?,18.043.536.890.114.300,0,0,,0
Waarom mag Israel meedoen aan Europese evenementen en tornooien zoals EUROvision festival en het EK??,Wanneer mag je precies meedoen aan de Paralympische Spelen?,1.724.221.613.901.870,0,0,,0
Waarom mag Israel meedoen aan Europese evenementen en tornooien zoals EUROvision festival en het EK??,Op welke markten en evenementen in Nederland zouden biologische en plantaardige lekkernijen zoals taart goed verkopen?,16.483.889.093.239.600,0,0,,0
Waarom mag Israel meedoen aan Europese evenementen en tornooien zoals EUROvision festival en het EK??,Waarom doet Turkije mee aan de EK kwalificaties?,16.444.743.281.959.000,0,1,,2
Waarom mag Israel meedoen aan Europese evenementen en tornooien zoals EUROvision festival en het EK??,Waarom tellen bij Europese voetbal wedstrijden uitdoelpunten dubbel??,16.196.694.793.486.700,0,0,,0
Waarom mag Israel meedoen aan Europese evenementen en tornooien zoals EUROvision festival en het EK??,Waarom ging het EK zo slecht?,16.114.409.636.202.400,0,0,,0
Waarom mag Israel meedoen aan Europese evenementen en tornooien zoals EUROvision festival en het EK??,vanaf hoe oud mag je naar het sziget festival?,15.826.423.395.100.300,0,0,,0
Waarom mag Israel meedoen aan Europese evenementen en tornooien zoals EUROvision festival en het EK??,Waarom doet IsraÃ«l mee aan de EK kwalificaties?,15.721.398.475.590.600,1,1,,1
Hoe zit het eigenlijk met die shark attacks in Egypte nu de revolutie voorbij is en iedereen weer vrolijk in het vliegtuig stapt?,Hoe zit het nu eigenlijk met het EPD?,2.547.234.905.691.890,0,0,,0
Hoe zit het eigenlijk met die shark attacks in Egypte nu de revolutie voorbij is en iedereen weer vrolijk in het vliegtuig stapt?,Hoe zit het met de situatie in Egypte?,20.546.409.125.924.600,0,1,,2
Hoe zit het eigenlijk met die shark attacks in Egypte nu de revolutie voorbij is en iedereen weer vrolijk in het vliegtuig stapt?,Hoe wordt ik weer vrolijk?,19.954.463.551.631.600,0,0,,0
Hoe zit het eigenlijk met die shark attacks in Egypte nu de revolutie voorbij is en iedereen weer vrolijk in het vliegtuig stapt?,welke plaats in Egypte is het zonnig warm weer in december,1.950.989.491.206.860,0,0,,0
Hoe zit het eigenlijk met die shark attacks in Egypte nu de revolutie voorbij is en iedereen weer vrolijk in het vliegtuig stapt?,Wanneer is de knuttentijd weer voorbij?,19.397.864.265.679.600,0,0,,0
Hoe zit het eigenlijk met die shark attacks in Egypte nu de revolutie voorbij is en iedereen weer vrolijk in het vliegtuig stapt?,Hoe is het afgelopen met die revolutie in Wit-Rusland?,19.317.268.492.936.000,0,0,,0
Hoe zit het eigenlijk met die shark attacks in Egypte nu de revolutie voorbij is en iedereen weer vrolijk in het vliegtuig stapt?,Ik heb twee werkgevers eentje in nederland eentje in belgie. Hoe zit het nu eigenlijk met de belastingen?,1.927.967.196.336.920,0,0,,0
Hoe zit het eigenlijk met die shark attacks in Egypte nu de revolutie voorbij is en iedereen weer vrolijk in het vliegtuig stapt?,Hoe kan ik weer vrolijk worden?,18.943.307.547.497.600,0,0,,0
Hoe zit het eigenlijk met die shark attacks in Egypte nu de revolutie voorbij is en iedereen weer vrolijk in het vliegtuig stapt?,Hoe krijg je mensen weer vrolijk?,18.943.307.547.497.600,0,0,,0
Hoe zit het eigenlijk met die shark attacks in Egypte nu de revolutie voorbij is en iedereen weer vrolijk in het vliegtuig stapt?,"de crisis is voorbij, waarom klaagt iedereen dan nog?",18.800.550.580.697.200,0,0,,0
Hoe zit het eigenlijk met die shark attacks in Egypte nu de revolutie voorbij is en iedereen weer vrolijk in het vliegtuig stapt?,Gaan de demonstraties in SyriÃ« nu het zelfde lopen als in Egypte en LibiÃ«?,18.291.740.209.878.000,0,0,,0
Hoe toon je ammoniak aan?,Hoe toon je koolstofmono-oxide aan?,1.994.423.493.888.560,0,1,,2
Hoe toon je ammoniak aan?,Hoe toon je kristalwater aan?,1.994.423.493.888.560,0,1,,2
Hoe toon je ammoniak aan?,Hoe toon je glycerol aan?,1.994.423.493.888.560,0,1,,2
Hoe toon je ammoniak aan?,Hoe toon je melkzuur in wijn aan?,18.020.444.148.666.100,0,0,,0
Hoe toon je ammoniak aan?,Hoe toon ik Chlorhexidine Gluconate aan?,1.673.840.066.653.130,0,0,,0
Hoe toon je ammoniak aan?,Hoe toon je een onbekend zout aan met een redoxreactie?,164.351.357.665.414,0,0,,0
Hoe toon je ammoniak aan?,hoe toon je aan of water zuiver is?,15.210.018.295.485.900,0,0,,0
Hoe toon je ammoniak aan?,ammoniak geur vlees?,14.559.917.809.066.100,0,0,,0
Hoe toon je ammoniak aan?,Hoe toon ik aan dat ik geen ouderlijk gezag heb?,14.529.615.467.251.500,0,0,,0
Hoe toon je ammoniak aan?,Waarom ruik je ammoniak als je aan een Jodenkoek ruikt.,14.045.712.340.614.700,0,0,,0
Hoe toon je ammoniak aan?,Hoe toon je bij een sollicitatie aan dat je accuraat bent?,13.917.437.696.920.100,0,0,,0
Wint de QR-code terrein? Heeft dit systeem potentie?,Heeft XTC gebruik invloed op je potentie?,19.004.638.469.144.600,0,0,,0
Wint de QR-code terrein? Heeft dit systeem potentie?,QR-code scanner,16.506.682.738.236.800,0,0,,0
Wint de QR-code terrein? Heeft dit systeem potentie?,Wat een QR-code?,15.520.285.021.837.200,0,1,,2
Wint de QR-code terrein? Heeft dit systeem potentie?,Wint Jeugd Oranje het EK?,15.021.788.982.518.700,0,0,,0
Wint de QR-code terrein? Heeft dit systeem potentie?,Wint nederland of toch niet?,15.021.788.982.518.700,0,0,,0
Wint de QR-code terrein? Heeft dit systeem potentie?,Wint bij blackjack A10 van 21?,14.260.587.255.235.600,0,0,,0
Wint de QR-code terrein? Heeft dit systeem potentie?,Is de QR-code een succes dd 30-8-2016?,14.061.567.020.594.100,1,1,,1
Wint de QR-code terrein? Heeft dit systeem potentie?,Hoe is een QR-code opgebouwd?,13.863.401.254.696.400,0,1,,2
Wint de QR-code terrein? Heeft dit systeem potentie?,Hoeveel QR-code mogelijkheden zijn er?,13.863.401.254.696.400,0,1,,2
Wint de QR-code terrein? Heeft dit systeem potentie?,staat er bij de blackberry automatisch een QR-code?,13.414.591.403.918.500,0,0,,0
Wint de QR-code terrein? Heeft dit systeem potentie?,Wie kan duidelijk uitleggen wat potentie is?,1.324.972.008.122.180,0,0,,0
is psychologisch inzicht te verbeteren of vermeerderen?,Hoe kan je je rekenkundig inzicht verbeteren?,2.087.004.479.320.960,0,0,,0
is psychologisch inzicht te verbeteren of vermeerderen?,hedera vermeerderen?,15.716.546.508.010.600,0,0,,0
is psychologisch inzicht te verbeteren of vermeerderen?,Is de twijfel psychologisch te verklaren?,15.267.750.000.425.000,0,0,,0
is psychologisch inzicht te verbeteren of vermeerderen?,wat is een inzicht?,15.063.814.805.719.800,0,1,,2
is psychologisch inzicht te verbeteren of vermeerderen?,Hoe vermeerderen bananen zich?,13.944.101.040.170.700,0,0,,0
